Player,Position,TeamId,DateOfBirth,Height,Weight,College,YearsPlayed
David Walker,LB,30,6/3/2000,72,260,Central Arkansas; Southern Arkansas,0
Deion Jones,LB,30,11/4/1994,73,222,LSU,9
Haason Reddick,LB,30,9/22/1994,73,240,Temple,9
John Bullock,LB,30,4/22/2001,72,230,Nebraska,0
Jose Ramirez,LB,30,5/9/1999,74,252,Eastern Michigan,1
Lavonte David,LB,30,1/23/1990,73,233,Nebraska; Fort Scott CC,14
Markees Watts,LB,30,12/7/1999,73,240,Charlotte,3
Mohamed Kamara,LB,30,6/9/2000,73,253,Colorado State,2
Nick Jackson,LB,30,1/5/2001,72,235,Iowa; Virginia,0
SirVocea Dennis,LB,30,3/9/2000,72,230,Pittsburgh,3
Yaya Diaby,LB,30,5/30/1999,75,270,Louisville,3
Evan Deckers,LS,30,2/23/1999,75,252,Duke,2
Ben Bredeson,OL,30,2/20/1998,77,315,Michigan,6
Ben Scott,OL,30,1/9/2001,77,310,Nebraska; Arizona State,0
Benjamin Chukwuma,OL,30,5/8/2001,78,310,Georgia State,0
Charlie Heck,OL,30,11/20/1996,80,311,North Carolina,6
Cody Mauch,OL,30,1/15/1999,78,303,North Dakota State,3
Elijah Klein,OL,30,4/8/2000,76,319,Texas-El Paso,2
Garret Greenfield,OL,30,9/20/1999,79,320,South Dakota State,0
Graham Barton,OL,30,6/1/2002,77,314,Duke,2
Luke Goedeke,OL,30,11/21/1998,77,312,Central Michigan,4
Luke Haggard,OL,30,1/3/2000,79,305,Indiana,1
Mike Jordan,OL,30,1/25/1998,78,312,Ohio State,6
Tristan Wirfs,OL,30,1/24/1999,77,320,Iowa,6
Tyler McLellan,OL,30,7/21/1999,80,355,Campbell University,2
Riley Dixon,P,30,8/24/1993,76,221,Syracuse,10
Baker Mayfield,QB,30,4/14/1995,73,215,Oklahoma; Texas Tech,8
Connor Bazelak,QB,30,9/22/2000,75,225,Bowling Green; Indiana; Missouri,0
Teddy Bridgewater,QB,30,11/10/1992,74,210,Louisville,11
Bucky Irving,RB,30,8/19/2002,70,194,Oregon; Minnesota,2
Jase McClellan,RB,30,6/25/2002,71,212,Alabama,0
Josh Williams,RB,30,6/9/2000,68,210,LSU,0
Owen Wright,RB,30,2/28/1999,69,217,Monmouth; William & Mary,2
Rachaad White,RB,30,1/12/1999,72,214,Arizona State; Mt. San Antonio; Kearney State,4
Sean Tucker,RB,30,10/25/2001,70,205,Syracuse,3
Cade Otton,TE,30,4/15/1999,77,247,Washington,4
Devin Culp,TE,30,2/2/2000,76,237,Washington,2
Ko Kieft,TE,30,1/20/1998,77,265,Minnesota,4
Payne Durham,TE,30,6/15/2000,77,255,Purdue,3
Tanner Taula,TE,30,12/6/1998,78,255,Illinois State,1
Chris Godwin Jr.,WR,30,2/27/1996,73,209,Penn State,9
Dennis Houston,WR,30,4/24/1999,73,190,Western Illinois,1
Emeka Egbuka,WR,30,10/14/2002,73,205,Ohio State,0
Garrett Greene,WR,30,10/12/2001,71,201,West Virginia,0
Jacob Harris,WR,30,4/16/1997,77,211,UCF; Western Kentucky,3
Jaden Smith,WR,30,12/13/2001,78,210,Nevada; Tarleton State; Montana State,0
Jalen McMillan,WR,30,12/7/2001,73,192,Washington,2
Kameron Johnson,WR,30,3/17/2002,70,170,Barton College,2
Mike Evans,WR,30,8/21/1993,77,231,Texas A&M,12
Sterling Shepard,WR,30,2/10/1993,70,194,Oklahoma,10
Tez Johnson,WR,30,5/18/2002,70,165,Oregon; Troy,0
Amani Hooker,DB,31,6/14/1998,71,210,Iowa,7
Darrell Baker Jr.,DB,31,3/27/1998,73,190,Georgia Southern,3
Davion Ross,DB,31,,,,,
Gabe Jeudy-Lally,DB,31,2/16/2001,73,189,Tennessee; BYU; Vanderbilt,0
Jalyn Armour-Davis,DB,31,9/3/1999,73,200,Alabama,4
Jermari Harris,DB,31,,,,,
Joshuah Bledsoe,DB,31,12/30/1998,71,207,Missouri,2
Kendell Brooks,DB,31,3/3/2000,72,206,Michigan State; North Greenville College,1
Kevin Winston Jr.,DB,31,12/2/2003,74,213,Penn State,0
L'Jarius Sneed,DB,31,1/21/1997,73,192,Louisiana Tech,6
Marcus Harris,DB,31,3/6/2001,71,188,California; Idaho; Oregon State,0
Mike Brown,DB,31,4/7/1999,73,218,Miami (Ohio),3
Xavier Woods,DB,31,7/26/1995,71,200,Louisiana Tech,9
C.J. Ravenell,DL,31,7/7/2000,77,300,Missouri Western,1
Cam Horsley,DL,31,2/6/2002,75,312,Boston College,0
Carlos Watkins,DL,31,12/5/1993,75,305,Clemson,9
David Agoha,DL,31,5/18/2001,76,252,,1
Desmond Evans,DL,31,,,,,
Isaiah Raikes,DL,31,5/15/2001,73,323,Auburn; Texas A&M,0
James Lynch,DL,31,1/20/1999,76,295,Baylor,6
Jeffery Simmons,DL,31,7/28/1997,76,305,Mississippi State,7
Joe Gaziano,DL,31,9/27/1996,76,280,Northwestern,4
Josiah Bronson,DL,31,7/3/1997,75,295,Washington,2
Sebastian Joseph-Day,DL,31,3/21/1995,76,310,Rutgers,7
T'Vondre Sweat,DL,31,7/11/2001,76,366,Texas,2
T.J. Smith,DL,31,4/19/1997,75,300,Arkansas,1
Timmy Horne,DL,31,10/25/1997,76,323,Kansas State,4
Joey Slye,K,31,4/10/1996,71,213,Virginia Tech,7
Ali Gaye,LB,31,11/29/1997,78,265,LSU; Garden City CC; Arizona Western,2
Amari Burney,LB,31,6/19/2000,74,228,Florida,2
Anfernee Orji,LB,31,10/6/2000,74,230,Vanderbilt,2
Arden Key,LB,31,5/3/1996,77,240,LSU,8
Blake Lynch,LB,31,2/14/1997,75,225,Baylor,3
Cedric Gray,LB,31,10/30/2002,74,235,North Carolina,2
Cody Barton,LB,31,11/13/1996,74,237,Utah,7
Dorian Mausi,LB,31,3/5/2002,73,234,Auburn; Duke,0
James Williams,LB,31,2/15/2003,76,232,Miami,2
Jaylen Harrell,LB,31,5/1/2002,76,247,Michigan,2
Jihad Ward,LB,31,5/11/1994,77,285,Illinois; Globe Institute,10
Lorenzo Carter,LB,31,12/10/1995,77,264,Georgia,7
Nate Lynn,LB,31,7/6/2002,75,252,William & Mary,2
Oluwafemi Oladejo,LB,31,9/29/2003,75,259,UCLA; California,0
Morgan Cox,LS,31,4/26/1986,76,233,Tennessee,16
Arlington Hambright,OL,31,1/30/1996,77,300,Colorado,3
Blake Hance,OL,31,1/11/1996,77,310,Northwestern,5
Brandon Crenshaw-Dickson,OL,31,2/22/2001,79,316,Florida; San Diego State,0
Chandler Brewer,OL,31,6/21/1997,78,320,Middle Tennessee State,4
Clay Webb,OL,31,3/28/2000,75,290,Jacksonville State; Georgia,0
Corey Levin,OL,31,8/12/1994,76,307,Tennessee-Chattanooga,7
Dan Moore Jr.,OL,31,9/28/1998,77,315,Texas A&M,5
JC Latham,OL,31,2/8/2003,78,342,Alabama,2
Jackson Slater,OL,31,5/30/2003,75,311,Sacramento State,0
Jaelyn Duncan,OL,31,7/8/2000,78,306,Maryland,2
John Ojukwu,OL,31,1/9/1999,77,309,Boise State,2
Kevin Zeitler,OL,31,3/8/1990,76,332,Wisconsin,14
Lloyd Cushenberry III,OL,31,11/22/1997,76,315,LSU,6
Olisaemeka Udoh,OL,31,2/14/1997,78,320,Elon,7
Peter Skoronski,OL,31,7/31/2001,76,313,Northwestern,3
Johnny Hekker,P,31,2/8/1990,77,225,Oregon State,14
Brandon Allen,QB,31,9/5/1992,74,209,Arkansas,9
Cam Ward,QB,31,5/25/2002,74,219,Miami; Washington State; Incarnate Word,0
Trevor Siemian,QB,31,12/26/1991,75,220,Northwestern,9
Will Levis,QB,31,6/27/1999,76,229,Kentucky; Penn State,3
Jordan Mims,RB,31,6/16/1999,72,205,Fresno State,2
Julius Chestnut,RB,31,10/26/2000,71,228,Sacred Heart University,4
Kalel Mullings,RB,31,10/4/2002,74,226,Michigan,0
Tony Pollard,RB,31,4/30/1997,72,209,Memphis,7
Tyjae Spears,RB,31,6/15/2001,71,195,Tulane,3
Chig Okonkwo,TE,31,9/8/1999,75,238,Maryland,4
David Martin-Robinson,TE,31,12/26/1999,75,247,Temple,2
Gunnar Helm,TE,31,9/6/2002,77,241,Texas,0
Bryce Oliver,WR,31,5/19/2000,73,214,Youngstown State; Kentucky,2
Calvin Ridley,WR,31,12/20/1994,73,190,Alabama,7
Chimere Dike,WR,31,12/14/2001,73,196,Florida; Wisconsin,0
Elic Ayomanor,WR,31,6/3/2003,74,206,Stanford,0
James Proche,WR,31,9/20/1996,71,193,SMU,7
Mason Kinsey,WR,31,8/29/1998,71,200,Berry College,3
Matt Landers,WR,31,6/16/1999,76,200,Arkansas; Georgia; Toledo,1
T.J. Sheffield,WR,31,,,,,
Van Jefferson,WR,31,7/26/1996,73,200,Florida; Mississippi,6
Xavier Restrepo,WR,31,4/12/2002,70,202,Miami,0
Shy Tuttle,DL,31,10/20/1995,75,300,Tennessee,7
Cole Turner,TE,31,3/16/2000,78,240,Nevada,3
Treylon Burks,WR,31,3/23/2000,74,225,Arkansas,4
Antonio Hamilton,DB,32,1/24/1993,72,188,South Carolina State,10
Bobby Price,DB,32,4/25/1998,75,208,Norfolk State,5
Car'lin Vigers,DB,32,8/16/2000,74,200,Louisiana-Monroe; Independence Comm. College,0
Darius Rush,DB,32,2/22/2000,74,198,South Carolina,2
Daryl Worley,DB,32,2/22/1995,73,210,West Virginia,10
Essang Bassey,DB,32,9/12/1998,70,190,Wake Forest,4
Jeremy Reaves,DB,32,8/29/1996,71,200,South Alabama,6
Jonathan Jones,DB,32,9/20/1993,70,185,Auburn,10
Kevon Seymour,DB,32,11/30/1993,72,188,USC,7
Marshon Lattimore,DB,32,5/20/1996,72,192,Ohio State,9
Mike Sainristil,DB,32,10/3/2000,70,182,Michigan,2
Noah Igbinoghene,DB,32,11/27/1999,71,197,Auburn,6
Percy Butler,DB,32,5/5/2000,72,191,Louisiana-Lafayette,4
Quan Martin,DB,32,4/17/2000,72,195,Illinois,3
Robert McDaniel,DB,32,10/18/2000,74,207,Jackson State University; Alcorn State,0
Trey Amos,DB,32,3/3/2002,73,190,Mississippi; Alabama; Louisiana,0
Tyler Owens,DB,32,5/12/2001,74,213,Texas Tech; Texas,2
Will Harris,DB,32,12/19/1995,73,207,Boston College,7
Carl Davis,DL,32,3/2/1992,77,332,Iowa,9
Daron Payne,DL,32,5/27/1997,75,320,Alabama,8
DeMarcus Walker,DL,32,9/30/1994,76,280,Florida State,9
Deatrich Wise,DL,32,7/26/1994,77,280,Arkansas,9
Dorance Armstrong,DL,32,6/10/1997,76,255,Kansas,8
Drake Jackson,DL,32,4/12/2001,76,273,USC,3
Eddie Goldman,DL,32,1/6/1994,75,320,Florida State,8
Jacob Martin,DL,32,12/11/1995,74,242,Temple,8
Jalyn Holmes,DL,32,1/25/1996,77,283,Ohio State,6
Javon Kinlaw,DL,32,10/3/1997,77,319,South Carolina; Jones County JC,6
Javontae Jean-Baptiste,DL,32,5/16/2000,76,260,Notre Dame; Ohio State,2
Jer'Zhan Newton,DL,32,8/31/2002,74,295,Illinois,2
Norell Pollard,DL,32,2/18/2000,72,260,Virginia Tech,0
Preston Smith,DL,32,11/17/1992,77,265,Mississippi State,11
Ricky Barber,DL,32,1/31/2001,75,295,UCF; Western Kentucky,0
Sheldon Day,DL,32,7/1/1994,73,294,Notre Dame,9
T.J. Maguranyanga,DL,32,12/22/2002,76,222,,0
Ale Kaho,LB,32,4/7/2000,74,230,UCLA; Alabama,0
Bobby Wagner,LB,32,6/27/1990,72,242,Utah State,14
Duke Riley,LB,32,8/9/1994,73,227,LSU,8
Frankie Luvu,LB,32,9/19/1996,75,236,Washington State,8
Jordan Magee,LB,32,3/24/2001,75,226,Temple,2
Kain Medrano,LB,32,2/16/2001,75,230,UCLA,0
Nick Bellore,LB,32,5/12/1989,73,250,Central Michigan,15
Von Miller,LB,32,3/26/1989,75,250,Texas A&M,15
Tyler Ott,LS,32,2/28/1992,75,253,Harvard,11
Andrew Wylie,OL,32,8/19/1994,77,304,Eastern Michigan,8
Brandon Coleman,OL,32,10/12/2000,78,320,TCU; Trinity Valley CC,2
Chris Paul,OL,32,11/19/1998,76,324,Tulsa,4
George Fant,OL,32,7/19/1992,77,296,Western Kentucky,10
Josh Conerly Jr.,OL,32,11/5/2003,76,315,Oregon,0
Julian Good-Jones,OL,32,3/2/1997,77,313,Iowa State,2
Laremy Tunsil,OL,32,8/2/1994,77,313,Mississippi,10
Lucas Niang,OL,32,8/19/1998,78,315,TCU,4
Malaesala Aumavae-Laulu,OL,32,5/25/1999,77,344,Oregon; Navarro,3
Nate Herbig,OL,32,7/10/1998,76,334,Stanford,6
Nick Allegretti,OL,32,4/21/1996,76,310,Illinois,7
Nick Harris,OL,32,11/13/1998,73,293,Washington,5
Sam Cosmi,OL,32,2/16/1999,78,309,Texas,5
Timothy McKay,OL,32,1/15/2002,76,312,North Carolina,0
Trent Scott,OL,32,1/25/1994,77,320,Grambling State,8
Tyler Biadasz,OL,32,11/20/1997,75,316,Wisconsin,6
Tress Way,P,32,4/18/1990,73,220,Oklahoma,12
Jayden Daniels,QB,32,12/18/2000,76,210,LSU; Arizona State,2
Josh Johnson,QB,32,5/15/1986,75,214,San Diego,11
Marcus Mariota,QB,32,10/30/1993,76,222,Oregon,11
Sam Hartman,QB,32,7/29/1999,73,209,Notre Dame; Wake Forest,1
Austin Ekeler,RB,32,5/17/1995,70,200,Western State,9
Chase Edmonds,RB,32,4/13/1996,69,201,Fordham,8
Chris Rodriguez Jr.,RB,32,9/26/1999,71,224,Kentucky,3
Colson Yankoff,RB,32,3/1/2000,76,225,UCLA; Washington,2
Demetric Felton,RB,32,7/16/1998,69,190,UCLA,3
Jacory Croskey-Merritt,RB,32,4/12/2001,71,208,Arizona; New Mexico; Alabama State,0
Jeremy McNichols,RB,32,12/26/1995,69,205,Boise State,5
Kazmeir Allen,RB,32,2/29/2000,68,176,UCLA,1
Ben Sinnott,TE,32,6/14/2002,76,245,Kansas State,2
Colson Yankoff,TE,32,3/1/2000,76,225,UCLA; Washington,2
John Bates,TE,32,11/6/1997,78,256,Boise State,5
Lawrence Cager,TE,32,8/20/1997,77,220,Georgia; Miami,4
Tyree Jackson,TE,32,11/7/1997,79,249,Buffalo,3
Zach Ertz,TE,32,11/10/1990,77,250,Stanford,13
Braylon Sanders,WR,32,1/21/1999,73,190,Mississippi,1
Chris Moore,WR,32,6/16/1993,73,200,Cincinnati,9
Deebo Samuel Sr.,WR,32,1/15/1996,72,215,South Carolina,7
Ja'Corey Brooks,WR,32,10/31/2001,75,195,Louisville,0
Jacoby Jones,WR,32,7/18/2001,75,228,UCF; Ohio,0
Jaylin Lane,WR,32,5/1/2002,70,196,Virginia Tech; Middle Tennessee State,0
Luke McCaffrey,WR,32,4/2/2001,74,195,Rice; Nebraska,2
Michael Gallup,WR,32,3/4/1996,73,198,Colorado State; Butler County JC,6
Noah Brown,WR,32,1/6/1996,74,225,Ohio State,9
River Cracraft,WR,32,11/1/1994,72,198,Washington State,7
Tay Martin,WR,32,12/14/1997,75,186,Oklahoma State,1
Terry McLaurin,WR,32,9/15/1995,72,210,Ohio State,7
